comment;author;author_id;date;likes;video_id
Bang mending realmi 14c atau Poco c75;@AlifMuhammad-r1f;UCKo2jMmYETqxG1O5WnY1GLA;2025-07-04T07:44:05Z;0;X4zat0Jc60s
Sama aja jir😂 cuma beda dikit doang;@Gholdengi_15;UC7w9NCQe-oq4vpEYYLv3YrA;2025-07-05T12:18:08Z;0;X4zat0Jc60s
ok;@sadiefendi6283;UCc207dNwFvaIh85cXJQXc7A;2025-07-04T06:43:46Z;0;X4zat0Jc60s
Itu techno camon 40 abis unboxing dijual gak bg?;@ytkingepicabadi8286;UCgE7gcrbtJQcCbwsSKV8kAA;2025-07-04T03:58:11Z;0;X4zat0Jc60s
Bismillah smg bs beli hp baru,sdh servs 3x slm 5th.;@renyagustina1922;UCXAdho_i8RfC0-KJQdL7d4g;2025-07-02T14:57:20Z;0;X4zat0Jc60s
bingung mending Infinix hot 50 atau pova 6 pro ?;@paachane;UC5IaP6wGH6TJsbZbg67iJlg;2025-07-02T14:47:29Z;0;X4zat0Jc60s
tecno camon 40pro samaa infinx 50note pro mana lebih bagus  bg;@niewzenn663;UCCGJMVY0B-66soO_k_qPotQ;2025-07-01T14:04:51Z;0;X4zat0Jc60s
mau tanya bang, samsung series s, seperti samsung s23 5g masih worth it ga sih bng,;@rikirinaldy4300;UC5tLg4XfN2--JgD4_uV3WMQ;2025-06-30T20:40:32Z;0;X4zat0Jc60s
karena video ini saya jadi yakin ambil Redmi 14C;@Jack_Kahuna_Laguna;UCl-OlSfAJ84SESZ1B4gBU9Q;2025-06-30T16:45:31Z;0;X4zat0Jc60s
Nonton pake samsung a20s dari keluaran baru sampe sekarang. Udah ganti lcd, mo ganti batre;@furkonrizal7418;UCvtPjbQVd36iMmP4kI5cHvg;2025-06-30T15:46:07Z;0;X4zat0Jc60s
Mikail Sintia Dewi❤❤❤❤;@Dewisuudiana-b8m;UCcCZNAog8rozT3Hn-4M7KHw;2025-06-29T12:35:55Z;0;X4zat0Jc60s
"bg lg nyari hp yg kameranya oke buat video"" budget 2-3jtaan";@BOYY444;UCbgy7hGlXwf-qXZ0-x78Cwg;2025-06-29T06:09:22Z;0;X4zat0Jc60s
Mnta sarannya bang, sebelum lht video ini saya niat beli inffinix note 50 pro, tp skrg jadi suka poco x7 pro, saran abg yg mana?;@erlitariqaal7519;UCU9_Yu-nRS08crg4L8WJUHg;2025-06-29T03:08:08Z;0;X4zat0Jc60s
Kategori menengah tetep ter debes poco f6❤❤❤❤;@alex_mujahid;UCcJv7XZrdMEyB7KOknTKO7g;2025-06-28T10:17:58Z;0;X4zat0Jc60s
bisa bisanya iklan dulu :> :D;@xntradimin4694;UCpeD9YhA95nbCjPBtr8ug9g;2025-06-28T03:32:47Z;0;X4zat0Jc60s
"4:30 enaknya kalau buat gaming pake hp apa? Tecno spark 30 pro? Infinix note 50? Infinix note 40?

Kalau bisa yang cpu kenceng sih, gak terlalu perlu gpu kuat
Karna saya suka main game yang cpu bound kayak minecraft";@XenobulaYT;UCwjSs7KupVAXqiaaY7NYICg;2025-06-26T16:56:01Z;1;X4zat0Jc60s
Tadi aq sempet liat di toko oren infinix note 50 pro itu uda 2,8 jt;@chacha7830;UCwYBhpvOpNEI4shd4zIBs4A;2025-06-26T10:38:42Z;0;X4zat0Jc60s
gw beli infinix note 40, pindah dari redmi note 8 pro. itu rasanya gak enak, ini software banyak bug gak enak juga feel ui nya, walaupun punya keunggulan dri xiaomi karna gak ada iklan😂.;@sukadamai123;UCh-bEksP1f5kv1ovkSdsfrA;2025-06-26T06:03:18Z;2;X4zat0Jc60s
Berhubung hape udh ancur parah. Akhirnya mampir ke channel rekomendasi bang David 😅;@yudhatriswandy5346;UCfZaWOKt4Cmpz9vAlOSfzUQ;2025-06-25T13:25:30Z;0;X4zat0Jc60s
REAL CAMON 40 RAJA 2 JTAN👿;@zar918;UCrsDJGnsXmWBAj8_t_aKGig;2025-06-24T15:46:12Z;0;X4zat0Jc60s
Mau nanya mending tecno camon 40 atau infinix note 40 pro?;@anggieseptyana1609;UCr9JSwnQ37PaeOmigK5dD8w;2025-06-24T15:02:54Z;0;X4zat0Jc60s
Mid range sedang perang;@AFIF_HNZ;UCHQu_OdDb2NVh5lEzD-mZJg;2025-06-24T06:20:28Z;0;X4zat0Jc60s
Lah iqoo 13 mana bang yang 10 juta sampai 15 juta;@IputurizkyAdityaputra;UCzdYiZyVbpV3iIevIsRsksA;2025-06-22T10:49:48Z;0;X4zat0Jc60s
Samsung mana nih;@delia-j8x;UCLyBArjnnO5WCJtIzeUnCRw;2025-06-22T08:29:40Z;0;X4zat0Jc60s
bang gua udah beli infinix note 50 pro asli bagus banget;@muhammadrayhan7519;UCiAMvYl0-VPwzMn7AcmKTHg;2025-06-22T07:54:27Z;1;X4zat0Jc60s
iPhone 16 base model ga masuk nominasi yak ..;@mendinganmana.review;UC1XbZF1wvDVAw31bJk58AiQ;2025-06-21T21:35:26Z;0;X4zat0Jc60s
Wah gak ada z fold 6 nih untuk 15 jt keatas😮;@apotekernurul3048;UCekG3cX7j2G2syQDytuepGA;2025-06-21T16:34:40Z;0;X4zat0Jc60s
Muantebbbb ..irit waktu buat yg lagi cari Hp mode expresss ... 6:13  saya suka ,saya suka, saya suka gaya nya bang 😅;@ahmadsyarif2256;UCjddNAm1QP1m9ZVJzgMRlQw;2025-06-21T16:32:30Z;0;X4zat0Jc60s
Kalau ada hp yang kombinasi antara techno camon 40 & realme c75 berapa ya harganya...;@rafergioinkiriwang5055;UCvAyVXwTJhOSi2D5nvpzwpQ;2025-06-21T13:29:36Z;0;X4zat0Jc60s
Buat versi buat game bng jd recomend buat game;@RiandiKalexs;UCKl7dg4gYuFXaiL4X4Yq9Tg;2025-06-20T19:13:41Z;0;X4zat0Jc60s
"Bang apakah I-Phone bukan lagi hp bagus bang? Android jaman sekarang udah canggih2 gitu dan tentunya murah meriah
Nasib I-Phone gimana bang?";@WidodoHd;UCS9W3bRtzEWiU9J21qrktEw;2025-06-20T16:22:11Z;0;X4zat0Jc60s
Buat game 2jt kebawah yang bagus apa bang;@seorang-mc;UCZFplCHJYc3dY-tgyYWGuPQ;2025-06-20T13:49:56Z;0;X4zat0Jc60s
7:41 mending mana infinix note 50 pro n note 50 S ?;@rizqi8938;UC5SnrDhUhKCGPu5oyMi5Ydw;2025-06-20T08:39:59Z;0;X4zat0Jc60s
Kak klo buat konten butuh video stabil dan camera plus batrei. Budget antara 3-5jt. Pilih yg mana kak;@miaawp7447;UCzrneebWM0nF2OkPPAJi-QA;2025-06-20T08:29:55Z;0;X4zat0Jc60s
Infinix yang lagi on top hp terworth it, tapi yang paling saya benci dari hp infinix busuk banget osnya, banyak bug error, tau tau reset sendiri, app isnt installed secara tiba tiba, Ngefreeze ui. Bikin kapoknya itu milih infinix;@Valentt27;UCR6FleW2qUvJ-NEm0TcKyNg;2025-06-18T17:30:51Z;0;X4zat0Jc60s
Bg hp ny yg ga pake lagi buat gw aj 😊😊;@okangamers55;UC2H-cDfno85DflVxsCcHAwA;2025-06-18T16:23:20Z;0;X4zat0Jc60s
kerja bang kerja;@Kaicenatcenut532;UCnRJEPw89BAC3sEbKyBxOUQ;2025-06-21T12:12:26Z;0;X4zat0Jc60s
Kalau sekarang beli Hp mending pilih yang 4G apa 5G?;@asmaulhusnaal-hayyam7761;UC3foCtgNQV0ZTv913cExSJw;2025-06-18T06:19:00Z;0;X4zat0Jc60s
5g  (tapi 5g gak merata (internet cepat buat ap;@Whyself0;UCUzzwMsaw_KpHDtT8RU1H_w;2025-06-24T14:36:22Z;0;X4zat0Jc60s
Bang lelang murah dong bang hp hp review nya...😊😊;@Okesayabisa;UCOVt7XsKg4Zx6O-YJMLyqVg;2025-06-17T11:46:29Z;0;X4zat0Jc60s
Tecno spark 30c?;@orgaming7286;UC8OUK7ah1Cs-71opillFupQ;2025-06-17T08:41:40Z;0;X4zat0Jc60s
enak bet co tecno camon 40 mksh bg🔥🔥;@azzaryantaSMD;UCTOcjPHP4W62nFbnSJa5Q9A;2025-06-16T13:21:09Z;0;X4zat0Jc60s
Smoga kebeli hpnya bulan ini,buat ibuk krna hpnya udah rusak minta doanya tmen tmen , skrng ekonomi memang lagi sulit banget😢;@masl.a5403;UCXrdWsBXL4zvnBX8TwgddDA;2025-06-15T14:25:25Z;0;X4zat0Jc60s
Bang giveaway hp dong buat Istri, soalnya istri masih pake redmi 8😂❤;@Badaistory8386;UCoov7q6nBEfb_qtA3MBSkVw;2025-06-15T12:41:09Z;0;X4zat0Jc60s
bang infinix hot 50 pro lebih bagus atau nggak?;@AlamRF;UCc7KrmKDSyNolDmqmEf1fDw;2025-06-15T12:20:43Z;0;X4zat0Jc60s
Bagus bg;@Whyself0;UCUzzwMsaw_KpHDtT8RU1H_w;2025-06-24T14:37:15Z;0;X4zat0Jc60s
Bikin video rekomendasi kayak gini lagi BG David, berkat lu gw sekarang g kena genjtusu lagi🎉;@LendiRa;UC0x0lKi-4hiELpbV_N3cmFg;2025-06-14T13:43:20Z;0;X4zat0Jc60s
Bang tolong dong, review hp untuk konten kreator 🙏🏻🙏🏻🙏🏻 kurleb dg gaming tp utama kamera bang tp harga murce🙏🏻🙏🏻😁;@uulfam7184;UCVVTzhv0tcWNrXYNzCKPthg;2025-06-14T10:53:22Z;0;X4zat0Jc60s
Gw k sini gara2 hp s21fe kena greenline🙃;@AnisaZagma;UCgbIt3NBidQyuQ3IwwDAnEg;2025-06-14T08:19:28Z;0;X4zat0Jc60s
Fitur Samsung;@Whyself0;UCUzzwMsaw_KpHDtT8RU1H_w;2025-06-24T14:37:37Z;0;X4zat0Jc60s
buat jangka panjang all rounder . Infinix note 50pro atau nubia neo gt 3 pro 5g?;@PASSOBESOLTO;UC7flv-g8hR6HWo0HHFJCXLw;2025-06-13T08:30:43Z;1;X4zat0Jc60s
Bang minta saran hp yg bisa nyaingin atau sainggin infinix hot 50 pro apa ya 😢;@udin-om8fr;UCrWclvnKM7D9y32OmzU7WQA;2025-06-13T06:33:57Z;0;X4zat0Jc60s
Bg coba review hp advan x1;@zue_nanoda;UCkBTWj0pSy4JD-viqN3epRg;2025-06-13T02:20:09Z;1;X4zat0Jc60s
"""Saya kediem sih"" 🙂";@geewoni_jiwon;UCG3O6-hCERQLiFh-dlK1Kig;2025-06-12T12:19:53Z;0;X4zat0Jc60s
Oppo g pernah di review;@nurayniprasita3055;UCfub0Co7oGw0QcHyjM8afZw;2025-06-12T12:15:45Z;0;X4zat0Jc60s
Alhamdulillah sudah kebeli kopi nya;@WawanKurniawan-k2l;UC3fdFM_ME1mVvnZkXjLXQFg;2025-06-12T02:47:48Z;0;X4zat0Jc60s
hp iqoo 13 bagus nggk min/bg?;@ALVINAPRILIANA;UC35iEEMTV4und6eTHEdDS5Q;2025-06-12T01:17:39Z;1;X4zat0Jc60s
Bagusan mana kameranya om hp infinix note 40 atau infinix note 50 pro 4G, Rencana mau beli soalnnya🙏🙏🙏;@antongea2133;UCxAVoE_GtLcna2j7DhIyM6Q;2025-06-10T17:49:45Z;0;X4zat0Jc60s
50 pro lah jls;@Whyself0;UCUzzwMsaw_KpHDtT8RU1H_w;2025-06-24T14:38:14Z;0;X4zat0Jc60s
Minta satu aja kyknya g rugi tuh😂;@YudiYgy;UC_XS3OtxkeyGvq8pBFJpG2w;2025-06-10T17:07:31Z;0;X4zat0Jc60s
Makasih bang, mau ambil ROG PHONE 9 PRO 😁;@maskplay123;UCB-4hHJCYXsMwOZuZil51mQ;2025-06-10T15:01:51Z;0;X4zat0Jc60s
Yang paling aneh adalah kenapa samsung gak pernah masuk kategori rekomendasi 😢;@dhimasdn8098;UCQslwVrTWB5_iKJPqUj5dHA;2025-06-10T12:12:17Z;0;X4zat0Jc60s
"Samsung itu ngasih spek sesuai harga sedangkan brand lain ngasih spek diatas harga 

Misal Hrga 5juta spek umumnya Snapdragon gen 1 tapi hp lain ngasih Snapdragon gen 3 

Makannya Samsung jarang masuk nominasi soalnya bagusnya ga dispek mesin,paling kamera dan ketahanan hp aja yang bisa awet 

Itupun blom tentu kameranya lebih bagus daripada yang laen";@amethyst8144;UCRZMhMh7CUfhWzmBtQsyjDg;2025-06-16T05:42:32Z;1;X4zat0Jc60s
Samsung jual namanya;@Whyself0;UCUzzwMsaw_KpHDtT8RU1H_w;2025-06-24T14:38:51Z;0;X4zat0Jc60s
Boleh lah bg, HP yg 2jtaan di Kirim ke Medan . hehehehehe;@kacaribufamily;UCfGLJbzBONVvWoI5nHzZsJg;2025-06-10T09:32:02Z;0;X4zat0Jc60s
Tecno camon bagus buat ngonten gak ya;@dewifitriana3861;UCrnP9_YsGb7eJfWzoCjUy5Q;2025-06-10T07:30:47Z;0;X4zat0Jc60s
belum ada hp yang spec seperti ini, layar IPS fhd 6,5, dobel speaker,soc cukup mediatek 99,uffs, baterai minimal 5500 MH,charger 33 wat,ini hp impian saya, belum ada yang buat dari merk apapun;@faudhusen7241;UCtg9rmWHjps_G_C2D_6Ua4Q;2025-06-09T07:44:48Z;0;X4zat0Jc60s
hp apa bang;@nopaloktafian6913;UC2F34PzH0T6P450Ex49GeuA;2025-06-11T02:21:07Z;0;X4zat0Jc60s
itu Spec hp impian saya, kalau dari brand, Samsung, atau Oppo ngeluarin hp Spec seperti itu;@faudhusen7241;UCtg9rmWHjps_G_C2D_6Ua4Q;2025-06-11T04:02:46Z;0;X4zat0Jc60s
Hmm kayaknya ciri-ciri yang kamu bilang ada sih hampir mirip, iqoo z9x/iqoo z7;@firmanhidayat649;UCtPfmJtgEwbe3dz1fRke0xQ;2025-06-13T03:25:53Z;0;X4zat0Jc60s
Iqoo 13 mana dah?;@maskplay123;UCB-4hHJCYXsMwOZuZil51mQ;2025-06-09T07:14:54Z;0;X4zat0Jc60s
poco m6 sama infinix hot 50 bagusan mana bang?;@tunggulputra5992;UCfe-X6kxfa_v9gShtEuG-vA;2025-06-09T04:47:44Z;0;X4zat0Jc60s
Buat game apa gak? Kalo main game bagus Infinix;@Whyself0;UCUzzwMsaw_KpHDtT8RU1H_w;2025-06-24T14:39:48Z;0;X4zat0Jc60s
Udah yg ketigakalinya saya nonton video ini 😅;@JeremyJefri;UC6SExY4HLNp7J2DQXsDhp1Q;2025-06-08T12:19:22Z;0;X4zat0Jc60s
Kak bahas Nubia neo 3 gt 5g;@definarahma1844;UCT-zF0S4cokzoIyfSVFMsNw;2025-06-08T08:38:33Z;0;X4zat0Jc60s
Bang hp dengan chipset gaming bang?;@AndhikaBiasa17;UCG8L62RL4s7ZGauixLLC5DA;2025-06-08T00:22:12Z;0;X4zat0Jc60s
Bang please jawab kalo skrg pake 14 pro ganti 16 biasa worth it ga?😊;@RinaNovitasari-v7c;UCj4t7FxaHu0lB_iAenb1rnQ;2025-06-07T14:17:55Z;0;X4zat0Jc60s
Infinix 50 pro beneran ga ada iklannya bang?;@melati-y4f9e;UCD_qpEjnUFCaopc0VhgUzbw;2025-06-07T11:16:12Z;0;X4zat0Jc60s
Bang poco x7 pro kata temanku mudah matot;@RamaRama.213;UClC_WQWT2gi67_ZOwgUmnRA;2025-06-07T08:24:47Z;0;X4zat0Jc60s
Ucap orang yg gak mampu beli;@Whyself0;UCUzzwMsaw_KpHDtT8RU1H_w;2025-06-24T14:40:17Z;0;X4zat0Jc60s
Motorola g45 5g, tecno camon 40, Infinix note 50, Tecno spark 30 pro, redmi note 14, realme c75, galaxy a 16 4g, infinix note 40, infinix note 50 pro, hp 2 jutaan;@Gustaveunited0701;UCNnekLu-autqZdSzF90CNpg;2025-06-07T02:17:49Z;1;X4zat0Jc60s
kakak kakak boleh minta saran gak ya? aku lagi pengen ganti hp, kira kira budget di bawah 3jt. kalo untuk kebutuhan foto-foto (emang suka foto), terus video, editing tipis-tipis mending pake yang mana ya? makasih sebelumnya!;@regitacey_;UCAj9jHJH2W670rMgNn72U_w;2025-06-06T10:47:37Z;1;X4zat0Jc60s
Rekomendasi hp jangka panjang bang ( Masih trauma sama Mediatek);@odysync;UCPFDX0jRTwAJbGwiaj2q-NA;2025-06-05T14:27:40Z;1;X4zat0Jc60s
Kapan yaa bisa ganti hp😊;@muhilham3215;UCQxiampKE2xtYUZXH1szSSA;2025-06-04T16:07:13Z;1;X4zat0Jc60s
poco f6 ga masuk😢;@VikkzPOKE;UC_bqkR1pJLEikEVDCw6-1ag;2025-06-04T11:19:49Z;0;X4zat0Jc60s
Rekomendasi hp geming 2 jutaan bg;@Muhamad8-z9m;UCEDC0wrkftJwqXQ0YIIHI-g;2025-06-04T05:02:24Z;0;X4zat0Jc60s
tecno;@Horbaye;UC44C6rBDbxB87NuD7ogakjA;2025-06-05T01:36:55Z;0;X4zat0Jc60s
"Bang selain Realme XT (waktu itu kisaran 3 jt - 4 jt (kalau gak salah)) gak ada lagi apa bang rekomendasi yang mendekati realme xt bang..😢
Itu hp udah jalan kurang lebih 5 tahun bang gue pake..sampe sekarang masih berfungsi dengan baik..";@yoganugraha13;UC5KYYk9K2CCqK7hiaI0VCPA;2025-06-03T14:36:26Z;0;X4zat0Jc60s
infinix smart 9 hd bang pake chipset helio G50;@aditya_bunawan1903;UCQ0yvEJPzj2O0bFMmUFnvHQ;2025-06-03T08:30:13Z;0;X4zat0Jc60s
Mantep bgg;@nurhajizah9517;UC-ADmZUZld2uiU500Ewxusw;2025-06-03T07:42:51Z;0;X4zat0Jc60s
Skrng keluar Tecno Camon 40 Pro, berarti kelas 3-4jt juaranya ganti ya bkn Infinix Note 50 Pro tpi Tecno Camon 40 Pro?? Seharusnya gitu kan?;@uekikosuke8300;UCuIxPcV8jOh_QjqOIWn2SbA;2025-06-03T05:06:02Z;0;X4zat0Jc60s
"Bang msih worth it gk buat ambl 
Asus rog 9fe atau iqoo 13 hrga udh di under 10 jtaan 
Malah dibawah 9jtaan 

Buat daily kamera dan game tipis""
Yg OS ya gk ada iklan kaya xiaomi. 

Atau tnggu realme atau iqoo neo kluar 
Hehe mksh";@ferryhocklynsimatupang5976;UCy_l7pKU1b5yDz91y0Uzd4w;2025-06-03T03:16:26Z;0;X4zat0Jc60s
Iqoo;@Horbaye;UC44C6rBDbxB87NuD7ogakjA;2025-06-05T01:37:12Z;0;X4zat0Jc60s
"Saya mulai kapok kayanya skrg pake infinik beli 2023 lalu, note 12 2023, baru kmaren lagi yutuban hp tiba"" layarnya mati sendiri, tapi masih geter, udh ke tukang servis 2 tempat nyangkanya lcd nya, tpi teryata bkn,kataya mmc/ic nya gtu saya jg kurang ngerti, itu knpa ya bang? ga mksd jelekin infinik mungkin ga semuanya jg,,,
Mungkij disini jg ada yg tau itu knapa ya bang/kak🙏";@LelaMulyanah;UC2nUSaJIZ1SHc0lOZrvUtOQ;2025-06-01T18:26:03Z;1;X4zat0Jc60s
Knapa tdk ada IP bg? Apakah IP bukan gadget?;@Rangga_Jmt;UCaaxddjCAIknx9Jpq_5Pzdw;2025-06-01T13:33:19Z;0;X4zat0Jc60s
Dia jual nama bukan spek dan kebutuhan;@Whyself0;UCUzzwMsaw_KpHDtT8RU1H_w;2025-06-24T14:42:17Z;0;X4zat0Jc60s
Aku liat video ini karena pengen beli baru.xiomi redmi note 8 ku udah ganti batrai 4 kali.sdh pernah diservis rusak 2 kali fix sdh waktunya ganti;@zac-pr9jv;UCieyLhyKz632E5kDW1-Mt3w;2025-06-01T12:50:38Z;0;X4zat0Jc60s
Dikelas 5-6 jt mending vivo v40 atau sony experia 1 mark III (second) bang ?;@eduardussugiarto1429;UC1dzi8N3K5wcNV_edGDGpvg;2025-06-01T11:35:36Z;0;X4zat0Jc60s
Mending samsung a56 aja, tapi kalo dari kedua itu mark 3 aja;@Aneh820i;UC1Ca3a756SSR0wZdw2cN7iA;2025-06-03T03:40:35Z;0;X4zat0Jc60s
Tapi kalo gak mau kena garis ijo v40 aja;@Aneh820i;UC1Ca3a756SSR0wZdw2cN7iA;2025-06-03T03:40:54Z;0;X4zat0Jc60s
​@@Aneh820iemang sony rawan green line ya ?;@eduardussugiarto1429;UC1dzi8N3K5wcNV_edGDGpvg;2025-06-03T04:36:14Z;0;X4zat0Jc60s
​@@eduardussugiarto1429lebih ke chipsetnya aja sih, snapdragon 888 terlalu panas, dan salah stau penyebab green line adalah panas;@Aneh820i;UC1Ca3a756SSR0wZdw2cN7iA;2025-06-03T04:47:21Z;0;X4zat0Jc60s
​@@Aneh820iapa mungkin panas itu disebabkan karena penggunaan untuk kerja ? Soalnya setahu saya kl penggunaan game yg terlalu lama dapat menimbulkan panas tp apa mungkin jika digunakan untuk kerja dan sosmed saja bs panas ?;@eduardussugiarto1429;UC1dzi8N3K5wcNV_edGDGpvg;2025-06-03T06:17:19Z;0;X4zat0Jc60s
Bang,bikin lagi buat edisi idul Adha tahu 2025;@MuhamadRediansyah;UC26pe8uCWnu8c8o3eKmHXyQ;2025-05-31T17:58:58Z;0;X4zat0Jc60s
Gara gara om David saya beli Xiaomi 14t pro;@AbdiGinta96;UCAJv9EL6Ays1MpU8Ku2xj4w;2025-05-30T11:55:09Z;0;X4zat0Jc60s
Telat 2 bulan tapi aku rasa Poco x7 HARUSNYA lebih bagus dari infinix napa? CHIP nya kenceng Dimensity 7300 4 nano meter kamera ok layar lengkung tp cakep 1,5k HDR support dan masih banyak lagi;@nickysubongo2412;UCXnj7FLRvQDpOm-aRFBVKOg;2025-05-30T08:24:09Z;0;X4zat0Jc60s
rekomendasi hp kamera record video yg stabil apa ya bang buat motovlog, harga under 5jt ?;@givemezani4048;UCPH50pYfKAUyOGMF4sqtheg;2025-05-29T15:28:09Z;0;X4zat0Jc60s
Seperti biasa sebelum ganti hp  liat bang david dulu awowkwk;@syahrulsofyan8886;UCrcoPlCZ7M2Im36eMasX1UA;2025-05-29T14:05:03Z;0;X4zat0Jc60s
Rekomendasi dong bang HP 2 jutaan bingung mau pilih yang mana;@lilgeng;UCwMoZXUjIqAhR6mGYjT9Wcw;2025-05-29T11:26:37Z;1;X4zat0Jc60s
Kalo mau chipset paling kenceng di harga 2 jutaan infinix note 50s, kalo mau kamera bagus tecno camon 40 4g aja;@Aneh820i;UC1Ca3a756SSR0wZdw2cN7iA;2025-06-03T03:42:47Z;0;X4zat0Jc60s
saya punya budget 20jt mending ambil iphone berapa utk seri terbaru...;@Dhann_s;UCDVORhcObyySLXGDeh901Pg;2025-05-28T16:21:43Z;0;X4zat0Jc60s
16 aja gasss! 😅;@achmadaryriwayanto;UCOi75tKJabxk2_2tS2FwxGw;2025-05-28T22:21:59Z;0;X4zat0Jc60s
16 Pm;@Horbaye;UC44C6rBDbxB87NuD7ogakjA;2025-06-05T01:37:57Z;0;X4zat0Jc60s
Jangan beli yg terbaru harganya gampang anjlok;@Whyself0;UCUzzwMsaw_KpHDtT8RU1H_w;2025-06-24T14:43:08Z;0;X4zat0Jc60s
semoga tahun ini bisa beli ip 13 atau poco x7 pro astungkara❤❤❤;@Aditwiguna-k2;UCRsGUDBdxHENkv7ff7nzo0Q;2025-05-27T08:30:42Z;1;X4zat0Jc60s
hp 1 jt an udah 5G dan NFC apa aja ya?;@denyfirmansyah1758;UCjcbjgXo4DUX9dH4JRwERNQ;2025-05-27T01:45:58Z;0;X4zat0Jc60s
Hp ku yang Vivo y12s;@DRMD-zj6cn;UCY_698SqabGK9BuJq_58dVw;2025-05-25T17:41:23Z;0;X4zat0Jc60s
Anjir kayak hp gw dulu😂;@Whyself0;UCUzzwMsaw_KpHDtT8RU1H_w;2025-06-24T14:43:46Z;0;X4zat0Jc60s
"Nonton ini pake hp poco m4 pro 4g yg direkomenin bang david juga keknya 2 3 tahun yg lalu. 
Dan skrg pengen ganti tecno camon 40 pro deh. Semoga bisa kebeli yaa 😊
Nah aku tuh kalo beli hp suka nungguin review dr gadgetin dulu. Karena emang beneran sebagus itu kalo ngreview. 
Sampe pas beli hp ini, awalnya salesnya mau nawarin produk lain tapi aku kekeuh mau poco ini sampe abangnya kek mau emosi grgr aku gak bisa dibelokin ke hp rekomen dia hehe 
Dan aku jg suka rekomenin temen atau saudara yg mau beli hp buat nonton channel ini dulu 😂😂";@gee2867;UCCF71uo2XED1EV1_1YO7_3w;2025-05-25T09:48:20Z;0;X4zat0Jc60s
syukur bsa maen di hp end game . cuma baru bole ganti setiap 3 tahun sekali . wkwkwk mesti tgg 19 pro br bole gnti wkwkwk;@KazutoQ-lu4kk;UCEO2UvW33xJ7EUO9EJQP2eA;2025-05-25T05:37:17Z;0;X4zat0Jc60s
Kalo untuk ngegame bagusnya merk apa ya,budget 3 juta kk;@tantiaprilia4816;UCbEQKOL4zYTkFd1t633lNWw;2025-05-24T22:38:07Z;0;X4zat0Jc60s
"Bang buatin edisi tengah tahun 
Bentr lgi dh bulan 6 ni bng

Izin bang tolong buatin rekomen yang cocok untuk sehari hari";@rizkypratama5553;UCcRFkvmjBCGVfyM2h6FKbEQ;2025-05-24T05:07:34Z;0;X4zat0Jc60s
